label,sample,time_step,x,y,z
1,43,28,1.0753,165.72,-33.63
1,43,29,0.51653,163.12,-33.184
1,43,30,0.2853,161.53,-33.06
1,43,31,0.19303,160.77,-32.991
1,43,32,0.27475,160.54,-32.655
1,43,33,0.24649,160.43,-32.268
1,43,34,0.41577,160.68,-31.898
1,44,0,9.5342,360.22,-8.0721
1,44,1,9.6538,360.49,-8.0738
1,44,2,9.7429,360.7,-8.0883
1,44,3,9.7819,360.54,-8.0791
1,44,4,9.7445,359.85,-7.7954
1,44,5,9.7,359.41,-7.443
1,44,6,10.062,347.81,-5.5557
1,44,7,6.2738,321.12,-9.5548
1,44,8,-0.77285,279.42,-14.393
1,44,9,-6.694,235.04,-15.467
1,44,10,-10.076,205.27,-16.232
1,44,11,-11.068,190.2,-15.854
1,44,12,-11.54,184.27,-15.115
1,44,13,-12.015,183.17,-15.035
1,44,14,-12.649,182.92,-14.895
1,44,15,-13.177,185.77,-15.044
1,44,16,-14.085,191.86,-15.445
1,44,17,-14.693,197.41,-15.631
1,44,18,-14.942,201.56,-15.618
1,44,19,-15.153,204.68,-15.257
1,44,20,-15.305,207.97,-14.763
1,45,0,20.589,297.75,-11.726
1,45,1,20.556,297.9,-11.742
1,45,2,20.537,297.95,-11.738
1,45,3,20.467,298.02,-11.7
1,45,4,20.405,298.06,-11.659
1,45,5,20.326,298.27,-11.617
1,45,6,20.233,298.63,-11.562
1,45,7,20.19,298.79,-11.493
1,45,8,20.131,298.99,-11.462
1,45,9,20.07,299.05,-11.488
1,45,10,20.007,299.08,-11.509
1,45,11,20.072,297.87,-11.733
1,45,12,20.239,293.2,-13.159
1,45,13,20.044,288.02,-14.79
1,45,14,19.07,276.56,-17.063
1,45,15,18.896,272.16,-17.821
1,45,16,18.57,246.65,-22.914
1,45,17,17.799,231.96,-25.214
1,45,18,16.307,218.79,-25.704
1,45,19,14.709,207.65,-26.231
1,45,20,13.835,197.35,-28.098
1,45,21,13.167,190.11,-28.835
1,45,22,12.526,183.57,-29.271
1,45,23,11.802,178.25,-29.617
1,45,24,11.218,174.87,-29.557
1,45,25,10.614,172.62,-29.729
1,45,26,10.294,171.74,-29.599
1,45,27,9.86,170.69,-28.987
1,45,28,9.5287,170.12,-28.703
1,45,29,9.4441,170.79,-28.496
1,45,30,9.2919,170.28,-28.327
1,45,31,9.1558,170.05,-28.117
1,46,0,-31.3,364.04,-110.4
1,46,1,-31.383,363.64,-110.47
1,46,2,-30.295,362.12,-112.85
1,46,3,-25.828,366.84,-118.18
1,46,4,-19.272,375.92,-122.64
1,46,5,-11.357,388.25,-125.03
1,46,6,-1.7262,402.12,-127.27
1,46,7,5.0009,414.08,-129.87
1,46,8,13.286,427.18,-130.09
1,46,9,19.153,435.81,-132.21
1,46,10,22.445,443.18,-132.12
1,46,11,25.208,449.49,-132.78
1,46,12,27.506,450.81,-131.67
1,46,13,31.275,451.51,-130.3
1,46,14,29.676,443.28,-133.63
1,46,15,25.663,425.04,-136.24
1,46,16,17.157,399.23,-137.87
1,46,17,8.51,371.9,-135.34
1,46,18,0.88094,342.42,-129.23
1,46,19,-6.5233,312.75,-123.69
1,46,20,-12.561,285.63,-119.57
1,46,21,-15.617,271.0,-117.13
1,46,22,-18.964,250.51,-113.66
1,46,23,-21.7,234.07,-110.59
1,46,24,-24.421,218.65,-108.49
1,46,25,-26.244,208.93,-105.83
1,46,26,-28.36,200.22,-102.85
1,46,27,-30.107,192.38,-100.28
1,46,28,-31.806,185.69,-97.776
1,46,29,-33.122,179.95,-95.85
1,46,30,-34.007,175.62,-94.362
1,46,31,-34.671,172.47,-93.024
1,46,32,-34.88,170.66,-92.205
1,46,33,-34.658,169.46,-91.698
1,46,34,-34.473,169.04,-91.568
1,46,35,-34.309,168.77,-91.426
1,46,36,-34.201,168.6,-91.215
1,46,37,-34.193,168.58,-91.03
1,46,38,-34.435,168.49,-91.31
1,46,39,-34.411,169.31,-91.358
1,46,40,-34.352,170.01,-91.328
1,46,41,-34.265,170.95,-91.446
1,46,42,-34.147,172.02,-91.502
1,46,43,-34.005,172.86,-91.575
1,46,44,-33.869,173.55,-91.712
1,46,45,-33.723,174.09,-91.835
1,46,46,-33.549,174.55,-91.916
1,46,47,-33.35,175.01,-92.02
1,46,48,-33.106,175.44,-92.172
1,46,49,-32.933,175.68,-92.294
1,46,50,-32.7,176.0,-92.429
1,46,51,-32.467,176.27,-92.569
1,46,52,-32.272,176.49,-92.667
1,46,53,-32.113,176.68,-92.727
1,46,54,-31.979,176.84,-92.773
1,46,55,-31.861,176.99,-92.806
1,46,56,-31.747,177.11,-92.828
1,46,57,-31.645,177.22,-92.849
1,46,58,-31.554,177.32,-92.866
1,46,59,-31.478,177.4,-92.87
1,46,60,-31.42,177.49,-92.882
1,46,61,-31.362,177.59,-92.891
1,46,62,-31.325,177.65,-92.888
1,46,63,-31.274,177.78,-92.885
1,46,64,-31.228,177.9,-92.896
1,46,65,-31.187,178.0,-92.913
1,47,0,20.362,308.74,-6.8776
1,47,1,20.558,308.51,-6.9745
1,47,2,20.675,308.47,-6.9948
1,47,3,20.754,308.5,-6.9832
1,47,4,20.746,308.51,-6.9589
1,47,5,20.653,308.29,-7.054
1,47,6,20.236,307.56,-6.8472
1,47,7,19.919,307.09,-6.6365
1,47,8,19.644,306.92,-6.5703
1,47,9,19.09,306.08,-7.0021
1,47,10,18.205,303.01,-7.7819
1,47,11,16.727,298.05,-8.3819
1,47,12,14.774,291.39,-9.7589
1,47,13,11.965,281.74,-11.263
1,47,14,10.052,269.62,-13.41
1,47,15,7.7475,253.65,-15.874
1,47,16,5.2342,238.0,-17.295
1,47,17,2.5229,223.73,-18.275
1,47,18,0.2189,211.6,-18.952
1,47,19,-1.8347,203.41,-18.631
1,47,20,-4.075,196.42,-18.153
1,47,21,-5.0694,192.93,-17.842
1,47,22,-6.0083,189.78,-17.849
1,47,23,-6.8312,187.08,-18.118
1,47,24,-7.4611,185.35,-18.142
1,47,25,-7.768,184.33,-18.152
1,47,26,-8.4864,182.55,-17.129
1,47,27,-8.9865,181.16,-15.886
1,47,28,-9.0483,180.96,-15.523
1,47,29,-9.0369,180.95,-15.355
1,47,30,-8.8837,181.22,-15.271
1,48,0,21.325,335.49,-46.969
1,48,1,21.379,335.51,-46.961
1,48,2,21.473,335.53,-46.952
1,48,3,21.518,335.41,-46.964
1,48,4,21.232,334.68,-46.892
1,48,5,19.751,332.33,-46.685
1,48,6,16.856,328.92,-46.315
1,48,7,13.495,323.17,-46.636
1,48,8,10.182,315.2,-48.445
1,48,9,9.235,312.63,-48.861
1,48,10,5.6945,300.81,-50.107
1,48,11,3.8597,292.84,-51.484
1,48,12,2.4845,284.39,-51.919
1,48,13,1.8708,278.79,-52.27
1,48,14,1.245,270.63,-53.229
1,48,15,1.3948,260.5,-54.165
1,48,16,1.5402,249.65,-54.835
1,48,17,1.4175,238.11,-55.262
1,48,18,1.4745,226.1,-55.256
1,48,19,1.5332,215.43,-55.333
1,48,20,0.8834,206.14,-54.077
1,48,21,-0.67032,195.67,-52.258
1,48,22,-2.4233,186.73,-51.335
1,48,23,-4.3373,178.42,-50.186
1,48,24,-6.8765,169.79,-48.742
1,48,25,-9.8462,161.76,-47.35
1,48,26,-11.433,157.72,-46.558
1,48,27,-13.539,152.36,-44.952
1,48,28,-14.859,148.48,-44.602
1,48,29,-15.819,145.95,-44.603
1,48,30,-16.524,144.76,-44.353
1,48,31,-17.059,144.07,-44.162
1,48,32,-17.425,144.4,-43.71
1,49,0,-18.371,350.55,-63.371
1,49,1,-18.156,350.76,-63.31
1,49,2,-17.51,351.45,-63.192
1,49,3,-16.908,351.97,-63.109
1,49,4,-16.594,351.98,-62.988
1,49,5,-16.424,351.66,-62.917
1,49,6,-16.14,351.71,-62.773
1,49,7,-15.843,351.8,-62.737
1,49,8,-15.433,351.91,-62.695
1,49,9,-15.144,351.89,-62.803
1,49,10,-14.915,351.85,-63.126
1,49,11,-14.802,351.79,-63.418
1,49,12,-14.763,351.74,-63.633
1,49,13,-14.743,351.63,-63.796
1,49,14,-14.755,351.55,-63.937
1,49,15,-14.771,351.48,-64.015
1,49,16,-14.808,351.38,-64.095
1,49,17,-14.877,351.24,-64.152
1,49,18,-14.94,351.09,-64.225
1,49,19,-15.005,350.71,-64.352
1,49,20,-15.21,349.78,-64.503
1,49,21,-15.415,347.05,-64.533
1,49,22,-16.107,341.53,-64.578
1,49,23,-17.132,330.23,-66.418
1,49,24,-20.843,313.74,-68.93
1,49,25,-24.453,294.29,-70.071
1,49,26,-26.551,267.9,-70.641
1,49,27,-27.042,236.55,-69.158
1,49,28,-27.823,202.76,-67.471
1,49,29,-28.223,180.05,-65.397
1,49,30,-29.926,139.02,-60.444
1,49,31,-29.926,139.02,-60.444
1,49,32,-32.47,99.435,-53.481
1,49,33,-32.747,85.752,-48.794
1,49,34,-32.819,77.454,-44.992
1,49,35,-32.205,72.894,-41.083
1,49,36,-32.311,70.827,-39.885
1,49,37,-31.932,70.35,-38.581
1,49,38,-31.273,71.081,-37.606
1,49,39,-30.802,72.335,-37.327
1,49,40,-30.307,75.83,-37.266
1,49,41,-29.878,78.326,-37.38
1,49,42,-29.566,81.335,-37.204
1,49,43,-29.562,82.818,-37.541
1,49,44,-29.988,86.932,-38.669
1,49,45,-30.299,90.142,-39.0
1,49,46,-30.464,91.551,-38.933
1,50,0,8.7978,297.94,-28.95
1,50,1,8.796,297.9,-28.972
1,50,2,8.7401,297.87,-28.997
1,50,3,8.6446,297.83,-29.042
1,50,4,8.5536,297.65,-28.962
1,50,5,8.4967,297.58,-28.934
1,50,6,8.4075,297.62,-28.918
1,50,7,8.3495,297.59,-28.925
1,50,8,8.2575,297.28,-28.802
1,50,9,8.322,296.14,-28.75
1,50,10,8.3641,292.55,-28.958
1,50,11,8.4406,285.83,-29.326
1,50,12,7.6005,275.64,-30.448
1,50,13,5.5393,260.34,-33.126
1,50,14,4.9127,242.74,-36.23
1,50,15,4.9337,231.95,-37.545
1,50,16,5.3997,219.19,-38.426
1,50,17,6.4242,211.85,-40.119
1,50,18,7.015,208.19,-40.57
1,50,19,7.0661,205.91,-40.459
1,50,20,6.7469,203.81,-40.223
1,50,21,6.1116,202.26,-39.831
1,50,22,5.5428,201.36,-39.449
1,50,23,4.9395,200.64,-39.318
1,50,24,4.351,199.95,-39.299
1,50,25,3.679,199.39,-39.285
1,50,26,3.0908,199.09,-39.399
1,50,27,2.7723,198.95,-39.529
1,50,28,2.4197,198.92,-39.91
1,50,29,2.1397,198.97,-40.218
1,51,0,28.435,309.17,-45.11
1,51,1,28.167,310.3,-44.918
1,51,2,27.979,311.25,-44.866
1,51,3,27.736,312.76,-44.824
1,51,4,27.631,313.06,-44.765
1,51,5,27.213,313.46,-44.765
1,51,6,26.055,312.43,-44.66
1,51,7,24.417,308.8,-44.782
1,51,8,22.616,302.19,-46.307
1,51,9,20.777,293.66,-47.295
1,51,10,19.451,284.38,-48.764
1,51,11,18.177,273.61,-50.469
1,51,12,16.916,263.26,-52.036
1,51,13,15.368,253.0,-52.906
1,51,14,14.307,241.47,-54.155
1,51,15,12.672,231.43,-54.139
1,51,16,11.582,224.14,-53.689
1,51,17,9.9086,213.41,-53.667
1,51,18,8.3156,203.29,-53.962
1,51,19,5.964,192.84,-52.219
1,51,20,3.3109,183.18,-51.53
1,51,21,-0.0065094,172.12,-51.232
1,51,22,-3.2126,161.62,-50.717
1,51,23,-5.9192,152.75,-49.019
1,51,24,-7.9385,145.38,-46.932
1,51,25,-9.9871,138.63,-45.371
1,51,26,-11.519,134.02,-44.278
1,51,27,-12.836,130.26,-43.111
1,51,28,-13.315,128.73,-42.769
1,51,29,-13.787,127.52,-42.483
1,51,30,-13.974,127.13,-42.347
1,52,0,13.526,392.34,-28.342
1,52,1,13.776,392.86,-27.737
1,52,2,13.975,393.4,-27.087
1,52,3,14.254,393.97,-26.739
1,52,4,14.362,393.98,-27.111
1,52,5,14.425,393.84,-27.546
1,52,6,14.566,393.97,-27.911
1,52,7,14.609,393.98,-28.364
1,52,8,14.652,394.21,-28.392
1,52,9,14.666,394.62,-28.279
1,52,10,14.624,394.91,-28.294
1,52,11,14.545,395.32,-28.226
1,52,12,14.554,395.71,-28.15
1,52,13,14.569,395.9,-28.103
1,52,14,14.548,395.79,-27.908
1,52,15,13.945,393.15,-28.415
1,52,16,10.862,384.8,-32.983
1,52,17,7.9151,375.73,-38.879
1,52,18,8.1652,331.1,-29.373
1,52,19,2.0432,307.28,-30.046
1,52,20,-1.8926,281.0,-36.33
1,52,21,-5.5456,253.66,-40.784
1,52,22,-8.8584,229.18,-44.802
1,52,23,-9.8118,221.97,-45.498
1,52,24,-13.222,192.57,-47.165
1,52,25,-14.2,181.38,-45.21
1,52,26,-14.72,175.55,-45.362
1,52,27,-15.415,170.77,-45.94
1,52,28,-16.405,167.46,-46.302
1,52,29,-17.19,165.21,-46.255
1,52,30,-17.837,163.81,-46.11
1,52,31,-18.298,163.25,-45.875
1,52,32,-18.729,163.07,-45.595
1,52,33,-19.259,163.29,-45.099
1,52,34,-19.889,164.01,-44.523
1,53,0,-0.1073,309.64,-24.776
1,53,1,-0.059286,309.57,-24.82
1,53,2,-0.023246,309.48,-24.857
1,53,3,-0.020201,309.4,-24.876
1,53,4,-0.053171,309.31,-24.886
1,53,5,-0.077542,309.21,-24.894
1,53,6,-0.062705,309.14,-24.904
1,53,7,-0.030741,309.03,-24.92
1,53,8,-0.077463,308.84,-24.952
1,53,9,-0.17828,308.31,-24.949
1,53,10,-0.22902,307.26,-24.925
1,53,11,0.24511,304.58,-25.298
1,53,12,0.56836,297.73,-26.551
1,53,13,-0.062205,287.17,-29.328
1,53,14,-1.9022,270.04,-33.923
1,53,15,-3.3783,249.11,-38.343
1,53,16,-4.2063,229.72,-41.555
1,53,17,-4.8452,216.42,-43.902
1,53,18,-5.7842,199.91,-46.297
1,53,19,-7.0685,187.56,-47.559
1,53,20,-8.0318,178.85,-48.256
1,53,21,-8.6531,172.82,-48.286
1,53,22,-7.9803,168.6,-47.11
1,53,23,-9.0453,163.87,-45.846
1,53,24,-9.9716,161.1,-44.967
1,53,25,-10.598,159.65,-43.959
1,53,26,-10.854,159.09,-42.82
1,53,27,-11.152,158.92,-42.886
1,53,28,-11.097,159.13,-42.71
1,54,0,25.12,305.89,-8.7939
1,54,1,25.077,305.91,-8.7224
1,54,2,25.032,305.96,-8.6344
1,54,3,24.973,306.04,-8.5587
1,54,4,24.89,306.11,-8.538
1,54,5,24.639,306.15,-8.5464
1,54,6,24.44,306.25,-8.5626
1,54,7,24.249,306.57,-8.5721
1,54,8,24.048,307.1,-8.5602
1,54,9,23.852,307.43,-8.5525
1,54,10,23.707,307.58,-8.5199
1,54,11,23.474,307.45,-8.3628
1,54,12,23.313,307.16,-8.2873
1,54,13,22.878,305.41,-8.3279
1,54,14,22.385,303.28,-8.6157
1,54,15,21.186,298.56,-9.4572
1,54,16,19.186,292.78,-10.14
1,54,17,16.59,284.12,-11.717
1,54,18,13.663,272.69,-13.059
1,54,19,11.584,261.86,-15.859
1,54,20,9.4426,249.29,-16.595
1,54,21,7.253,235.51,-18.339
1,54,22,4.684,219.27,-20.046
1,54,23,2.1489,203.74,-21.011
1,54,24,-0.30361,189.97,-21.798
1,54,25,-1.8491,178.0,-23.393
1,54,26,-2.689,170.63,-24.308
1,54,27,-3.0775,166.2,-24.802
1,54,28,-3.3794,161.16,-23.22
1,54,29,-3.763,157.1,-22.404
1,54,30,-3.8961,156.26,-22.307
1,54,31,-4.419,151.9,-21.779
1,54,32,-4.6206,150.56,-21.894
1,54,33,-4.5404,149.95,-21.358
1,54,34,-4.6571,149.53,-21.097
1,54,35,-4.7327,149.28,-21.011
1,54,36,-4.8266,148.96,-21.176
1,54,37,-4.9307,148.6,-21.496
1,54,38,-5.0557,148.3,-21.764
1,54,39,-5.0896,148.14,-21.907
1,54,40,-5.0325,148.13,-21.764
1,54,41,-4.9484,148.22,-21.594
1,55,0,24.116,410.22,-74.8
1,55,1,24.053,410.03,-74.808
1,55,2,23.961,409.84,-75.044
1,55,3,23.819,409.64,-75.419
1,55,4,23.701,409.58,-75.705
1,55,5,23.649,409.41,-75.978
1,55,6,23.608,409.28,-76.162
1,55,7,23.578,409.21,-76.259
1,55,8,23.563,409.18,-76.328
1,55,9,23.602,409.2,-76.441
1,55,10,23.645,409.2,-76.424
1,55,11,23.946,409.43,-76.24
1,55,12,24.342,409.79,-76.145
1,55,13,24.651,409.93,-76.195
1,55,14,24.933,409.83,-76.286
1,55,15,25.286,409.68,-76.332
1,55,16,25.702,409.63,-76.319
1,55,17,26.115,409.6,-76.258
1,55,18,26.668,408.37,-77.181
1,55,19,27.064,406.81,-77.804
1,55,20,27.171,403.13,-76.73
1,55,21,25.771,397.14,-76.948
1,55,22,22.721,386.49,-77.039
1,55,23,18.165,374.49,-76.223
1,55,24,13.433,359.32,-75.86
1,55,25,7.6373,339.91,-78.463
1,55,26,1.8712,317.44,-78.013
1,55,27,-3.8767,292.91,-76.724
1,55,28,-8.649,268.29,-73.566
1,55,29,-13.247,242.89,-69.773
1,55,30,-16.713,220.17,-63.358
1,55,31,-19.012,206.67,-61.525
1,55,32,-21.527,189.86,-57.302
1,55,33,-23.346,176.91,-54.946
1,55,34,-23.478,168.9,-51.847
1,55,35,-23.73,165.18,-50.997
1,55,36,-23.132,162.91,-49.79
1,55,37,-22.635,162.61,-48.903
1,55,38,-22.105,162.73,-48.342
1,55,39,-24.475,163.89,-53.503
1,55,40,-23.666,165.2,-55.307
1,55,41,-22.881,165.74,-55.606
1,55,42,-22.09,166.42,-55.463
1,55,43,-21.044,167.42,-54.909
1,55,44,-20.404,167.46,-54.425
1,55,45,-20.16,167.02,-54.188
1,55,46,-20.059,166.78,-54.098
1,55,47,-19.961,166.39,-54.03
1,55,48,-19.768,166.2,-53.806
1,55,49,-19.657,166.0,-53.548
1,55,50,-19.674,165.82,-53.531
1,56,0,-36.233,337.02,-41.159
1,56,1,-36.214,337.09,-40.99
1,56,2,-36.184,337.17,-40.825
1,56,3,-36.14,337.41,-40.453
1,56,4,-36.078,337.59,-40.331
1,56,5,-35.978,337.91,-40.332
1,56,6,-35.86,338.36,-40.45
1,56,7,-35.82,338.81,-40.641
1,56,8,-35.821,339.19,-40.754
1,56,9,-35.812,339.39,-40.841
1,56,10,-35.794,339.46,-40.93
1,56,11,-35.755,339.51,-40.885
1,56,12,-35.732,339.6,-40.812
1,56,13,-35.71,339.67,-40.756
1,56,14,-35.696,339.77,-40.707
1,56,15,-35.678,339.84,-40.671
1,56,16,-35.649,339.9,-40.659
1,56,17,-35.571,339.92,-40.648
1,56,18,-35.41,339.85,-40.703
1,56,19,-35.159,339.69,-40.767
1,56,20,-34.857,339.38,-40.91
1,56,21,-34.553,338.7,-41.162
1,56,22,-34.409,336.84,-41.601
1,56,23,-34.176,333.88,-42.043
1,56,24,-33.751,326.61,-43.582
1,56,25,-33.587,315.51,-46.801
1,56,26,-33.77,296.79,-49.244
1,56,27,-35.349,270.24,-51.128
1,56,28,-38.74,235.52,-54.625
1,56,29,-39.993,210.05,-55.516
1,56,30,-42.296,171.39,-57.663
1,56,31,-43.528,137.9,-57.008
1,56,32,-43.888,114.35,-53.173
1,56,33,-43.976,99.008,-49.316
1,56,34,-44.449,92.163,-45.742
1,56,35,-44.253,88.674,-41.897
1,56,36,-44.618,86.764,-39.487
1,56,37,-45.115,85.29,-38.882
1,56,38,-45.277,84.832,-38.622
1,56,39,-45.336,84.728,-38.549
1,56,40,-45.327,84.825,-38.207
1,56,41,-44.619,87.216,-37.13
1,56,42,-44.175,88.659,-36.657
1,56,43,-44.203,89.659,-37.05
1,56,44,-44.098,90.659,-37.175
1,56,45,-43.335,93.357,-37.344
1,56,46,-43.602,93.95,-37.588
1,56,47,-43.768,95.264,-37.627
1,56,48,-44.011,96.189,-37.885
1,56,49,-44.637,98.405,-37.835
1,56,50,-45.009,99.142,-37.927
1,56,51,-45.202,99.619,-38.027
1,57,0,0.90184,296.58,-28.385
1,57,1,1.0338,296.72,-28.583
1,57,2,1.0176,296.78,-28.74
1,57,3,1.0084,296.61,-28.735
1,57,4,1.0279,296.68,-28.706
1,57,5,1.0315,296.7,-28.699
1,57,6,1.0675,296.72,-28.593
1,57,7,1.0984,296.73,-28.477
1,57,8,1.1144,296.73,-28.404
1,57,9,1.2392,296.37,-28.109
1,57,10,0.79312,294.16,-27.8
1,57,11,0.041769,288.57,-28.176
1,57,12,-1.5133,280.41,-29.637
1,57,13,-3.1063,270.67,-30.17
1,57,14,-4.0788,260.65,-31.482
1,57,15,-4.8986,250.49,-33.143
1,57,16,-5.4865,241.62,-33.88
1,57,17,-5.77,235.62,-34.73
1,57,18,-5.9759,229.36,-34.795
1,57,19,-6.3912,224.62,-35.18
1,57,20,-6.3612,221.24,-35.449
1,57,21,-6.6008,218.53,-35.329
1,57,22,-6.6153,217.42,-35.541
1,57,23,-6.5414,215.96,-35.713
1,57,24,-6.4396,214.94,-35.735
1,57,25,-6.3254,214.29,-35.71
1,57,26,-6.2537,213.83,-35.43
1,57,27,-6.1592,213.38,-34.905
1,57,28,-6.0959,212.77,-34.105
1,57,29,-5.9856,212.5,-33.244
1,57,30,-5.9523,212.04,-32.969
1,58,0,-20.328,353.88,-17.43
1,58,1,-20.307,353.84,-17.507
1,58,2,-20.311,353.87,-17.546
1,58,3,-20.301,353.92,-17.567
1,58,4,-20.282,353.94,-17.606
1,58,5,-20.268,354.04,-17.771
1,58,6,-20.253,354.33,-17.81
1,58,7,-20.185,354.7,-17.778
1,58,8,-20.152,354.95,-17.77
1,58,9,-20.115,355.28,-17.686
1,58,10,-20.066,355.96,-17.473
1,58,11,-20.104,356.39,-17.321
1,58,12,-20.197,356.6,-17.299
1,58,13,-20.245,356.76,-17.292
1,58,14,-20.287,356.98,-17.273
1,58,15,-20.298,357.12,-17.254
1,58,16,-20.219,357.54,-17.122
1,58,17,-20.266,357.49,-17.256
1,58,18,-20.306,357.46,-17.366
1,58,19,-20.353,357.44,-17.486
1,58,20,-20.385,357.43,-17.555
1,58,21,-20.389,357.42,-17.595
1,58,22,-20.368,357.28,-17.603
1,58,23,-20.341,356.79,-17.36
1,58,24,-20.362,355.85,-16.989
1,58,25,-20.874,352.95,-17.195
1,58,26,-21.457,348.42,-17.465
1,58,27,-22.423,343.24,-18.326
1,58,28,-23.773,334.48,-19.181
1,58,29,-25.129,325.52,-19.914
1,58,30,-26.618,314.49,-20.151
1,58,31,-28.35,302.05,-20.468
1,58,32,-29.468,292.16,-20.939
1,58,33,-30.794,268.67,-20.681
1,58,34,-31.469,255.57,-20.505
1,58,35,-33.085,233.49,-21.715
1,58,36,-34.467,209.39,-20.402
1,58,37,-36.153,184.41,-20.44
1,58,38,-37.227,160.92,-19.578
1,58,39,-38.228,137.71,-18.078
1,58,40,-38.884,117.37,-14.946
1,58,41,-39.81,99.563,-10.91
1,58,42,-42.209,88.24,-8.8934
1,58,43,-42.523,79.677,-5.6684
1,58,44,-42.62,74.683,-3.3782
1,58,45,-42.605,71.947,-2.3655
1,58,46,-42.545,70.836,-1.5486
1,58,47,-42.377,70.565,-0.9218
1,58,48,-42.233,70.822,-0.59754
1,58,49,-41.837,71.84,-0.17151
1,58,50,-41.587,73.391,0.13102
1,58,51,-41.715,74.863,0.072891
1,58,52,-41.545,76.242,0.077461
1,58,53,-41.395,77.16,0.16909
1,58,54,-41.28,77.796,0.23689
1,58,55,-41.217,78.355,0.19052
1,58,56,-41.091,79.164,0.080015
1,58,57,-41.064,80.161,0.13742
1,58,58,-41.066,80.915,0.22803
1,59,0,28.18,277.49,-14.058
1,59,1,28.189,277.38,-14.405
1,59,2,28.244,277.53,-14.564
1,59,3,28.276,277.63,-14.62
1,59,4,28.331,277.85,-14.669
1,59,5,28.349,277.98,-14.669
1,59,6,28.378,278.2,-14.704
1,59,7,28.37,278.51,-14.899
1,59,8,28.343,278.97,-15.294
1,59,9,28.288,279.09,-15.299
1,59,10,28.111,279.07,-15.292
1,59,11,27.038,276.68,-16.201
1,59,12,24.426,270.24,-18.098
1,59,13,21.176,262.25,-20.024
1,59,14,19.022,255.08,-20.967
1,59,15,15.446,239.27,-24.181
1,59,16,12.994,225.15,-26.448
1,59,17,11.326,216.13,-27.472
1,59,18,8.5865,203.31,-29.283
1,59,19,5.7071,192.99,-30.895
1,59,20,3.5748,185.04,-31.391
1,59,21,1.8902,178.88,-30.955
1,59,22,0.6374,173.44,-30.106
1,59,23,-0.43762,169.45,-29.402
1,59,24,-1.4023,166.36,-29.087
1,59,25,-2.445,163.33,-28.915
1,59,26,-3.2536,160.68,-28.577
1,59,27,-3.5608,159.9,-28.504
1,59,28,-4.1078,158.41,-28.562
1,59,29,-4.7246,156.69,-28.949
1,59,30,-5.119,155.9,-29.012
1,59,31,-5.2584,155.41,-29.021
1,59,32,-5.3521,154.91,-29.007
1,59,33,-5.4456,154.55,-28.996
1,59,34,-5.5516,154.3,-29.004
1,59,35,-5.6356,154.16,-29.016
1,59,36,-5.6698,154.08,-29.027
1,59,37,-5.7177,153.97,-29.026
1,59,38,-5.9096,153.68,-28.836
1,60,0,-86.151,448.17,-93.403
1,60,1,-86.022,448.28,-92.836
1,60,2,-85.577,449.27,-92.48
1,60,3,-85.358,449.6,-92.49
1,60,4,-84.481,449.29,-92.867
1,60,5,-82.573,451.11,-92.921
1,60,6,-81.362,450.76,-93.668
1,60,7,-80.762,452.7,-93.869
1,60,8,-79.258,452.08,-94.359
1,60,9,-78.194,452.34,-94.631
1,60,10,-77.843,451.29,-95.265
1,60,11,-76.781,450.57,-95.483
1,60,12,-76.213,449.14,-96.053
1,60,13,-77.263,444.08,-98.328
1,60,14,-81.987,431.62,-104.54
1,60,15,-87.579,415.13,-109.13
1,60,16,-91.428,394.88,-112.19
1,60,17,-94.144,377.24,-110.39
1,60,18,-97.533,355.51,-108.06
1,60,19,-98.799,341.68,-104.05
1,60,20,-101.7,320.63,-97.795
1,60,21,-106.93,285.67,-92.887
1,60,22,-110.27,266.37,-89.609
1,60,23,-114.66,239.45,-85.436
1,60,24,-116.92,215.57,-78.579
1,60,25,-118.61,196.26,-71.73
1,60,26,-119.73,180.54,-67.46
1,60,27,-119.4,168.3,-64.035
1,60,28,-120.02,162.9,-62.094
1,60,29,-119.8,156.15,-60.838
1,60,30,-119.99,154.21,-60.321
1,60,31,-119.93,153.79,-59.411
1,60,32,-119.93,154.7,-58.705
1,60,33,-119.82,155.48,-58.317
1,60,34,-119.48,157.04,-57.756
1,60,35,-119.27,158.96,-57.225
1,60,36,-119.12,160.81,-56.673
1,60,37,-119.08,162.06,-56.505
1,60,38,-119.13,162.76,-56.522
1,60,39,-119.22,163.2,-56.586
1,60,40,-119.19,163.36,-56.497
1,60,41,-119.16,163.41,-56.393
1,60,42,-119.17,163.41,-56.275
1,60,43,-119.14,163.4,-55.977
1,61,0,39.556,294.43,-15.626
1,61,1,39.582,294.81,-16.264
1,61,2,39.644,295.15,-16.632
1,61,3,39.677,295.49,-16.789
1,61,4,39.647,296.06,-16.922
1,61,5,39.544,296.37,-16.985
1,61,6,39.451,296.78,-16.961
1,61,7,39.329,297.38,-16.744
1,61,8,39.125,297.95,-16.405
1,61,9,38.889,298.15,-16.045
1,61,10,38.648,297.64,-15.375
1,61,11,38.008,294.64,-13.803
1,61,12,35.982,286.98,-14.582
1,61,13,33.582,279.57,-15.939
1,61,14,28.363,263.07,-20.141
1,61,15,24.356,249.3,-22.812
1,61,16,20.589,231.64,-26.172
1,61,17,17.268,215.46,-28.725
1,61,18,14.878,201.88,-30.34
1,61,19,12.234,187.3,-30.985
1,61,20,10.91,182.69,-31.454
